review_id,review_text,sentiment_hint
918,Colors on the screen look washed out. Phone lags when running heavy apps. Sound crackles at high volume.,Neutral
919,Phone design is sleek and comfortable to hold.,Positive
920,Battery heats up during gaming sessions.,Neutral
921,Camera tends to overexpose images sometimes. Gaming performance is average.,Neutral
922,Battery heats up during gaming sessions.,Positive
923,Call quality is excellent.,Negative
924,The display is bright and vibrant. Battery drains faster than expected.,Negative
925,Charging is slow compared to competitors. Smooth display experience because of high refresh rate. Feels slightly bulky in hand.,Negative
926,Battery backup is solid and lasts all day.,Neutral
927,The camera performs exceptionally well in daylight.,Neutral
928,Phone design is sleek and comfortable to hold. Speakers are loud and clear. Display feels dim under sunlight.,Neutral
929,"Build quality feels premium and sturdy. Camera quality is mediocre, especially indoors.",Negative
930,Display feels dim under sunlight.,Neutral
931,Colors on the screen look washed out. Battery heats up during gaming sessions. Camera tends to overexpose images sometimes.,Positive
932,The display is bright and vibrant. Performance is super smooth with no lag.,Neutral
933,Night mode camera shots look impressive. Feels slightly bulky in hand. Display feels dim under sunlight.,Neutral
934,Build quality feels premium and sturdy. Battery backup is solid and lasts all day. Phone lags when running heavy apps.,Negative
935,The camera performs exceptionally well in daylight.,Negative
936,Multitasking works flawlessly.,Neutral
937,Multitasking works flawlessly. Display feels dim under sunlight.,Positive
938,Performance is super smooth with no lag. Night mode camera shots look impressive.,Negative
939,Display feels dim under sunlight. Call quality is excellent.,Positive
940,The camera performs exceptionally well in daylight. Feels slightly bulky in hand. Performance is super smooth with no lag.,Neutral
941,Multitasking works flawlessly. Speakers are loud and clear.,Neutral
942,Display feels dim under sunlight.,Neutral
943,Camera tends to overexpose images sometimes. Battery drains faster than expected. The display is bright and vibrant.,Positive
944,Feels slightly bulky in hand. The camera performs exceptionally well in daylight. Smooth display experience because of high refresh rate.,Positive
945,Sound crackles at high volume.,Positive
946,Phone lags when running heavy apps. Night mode camera shots look impressive.,Negative
947,Charging is slow compared to competitors. Gaming performance is average.,Neutral
948,Call quality is excellent.,Negative
949,Call quality is excellent.,Neutral
950,Audio output is weak and lacks bass.,Neutral
951,Speakers are loud and clear.,Negative
952,Audio output is weak and lacks bass. Colors on the screen look washed out.,Positive
953,The back panel attracts fingerprints easily. Battery drains faster than expected. Smooth display experience because of high refresh rate.,Negative
954,Smooth display experience because of high refresh rate.,Negative
955,Battery backup is solid and lasts all day. Phone design is sleek and comfortable to hold. The display is bright and vibrant.,Positive
956,Phone lags when running heavy apps.,Positive
957,Colors on the screen look washed out.,Positive
958,Gaming performance is average. The camera performs exceptionally well in daylight.,Neutral
959,Call quality is excellent.,Neutral
960,"Gaming performance is average. Camera quality is mediocre, especially indoors. Phone design is sleek and comfortable to hold.",Positive
961,The back panel attracts fingerprints easily. Battery heats up during gaming sessions. Performance is super smooth with no lag.,Negative
962,Night mode camera shots look impressive. Build quality feels premium and sturdy.,Positive
963,Call quality is excellent.,Positive
964,Smooth display experience because of high refresh rate. Multitasking works flawlessly.,Negative
965,Gaming performance is average.,Negative
966,Battery drains faster than expected. The display is bright and vibrant. Feels slightly bulky in hand.,Negative
967,Speakers are loud and clear. Colors on the screen look washed out. Gaming performance is average.,Negative
968,Night mode camera shots look impressive. Charging is slow compared to competitors.,Negative
969,Smooth display experience because of high refresh rate. Night mode camera shots look impressive.,Neutral
970,The camera performs exceptionally well in daylight. Gaming performance is average.,Negative
971,"Camera quality is mediocre, especially indoors.",Neutral
972,Performance is super smooth with no lag. The camera performs exceptionally well in daylight. Display feels dim under sunlight.,Negative
973,Battery heats up during gaming sessions. Call quality is excellent.,Negative
974,Battery heats up during gaming sessions.,Negative
975,The back panel attracts fingerprints easily. Display feels dim under sunlight. Performance is super smooth with no lag.,Neutral
976,Build quality feels premium and sturdy.,Negative
977,Gaming performance is average.,Negative
978,The display is bright and vibrant. Battery backup is solid and lasts all day. Sound crackles at high volume.,Positive
979,Battery backup is solid and lasts all day.,Positive
980,Feels slightly bulky in hand.,Negative
981,The display is bright and vibrant.,Neutral
982,Performance is super smooth with no lag.,Positive
983,Audio output is weak and lacks bass.,Negative
984,Smooth display experience because of high refresh rate. The camera performs exceptionally well in daylight.,Neutral
985,Sound crackles at high volume.,Positive
986,The display is bright and vibrant.,Negative
987,Colors on the screen look washed out.,Negative
988,Battery backup is solid and lasts all day. The back panel attracts fingerprints easily. Call quality is excellent.,Negative
989,Speakers are loud and clear.,Negative
990,Battery backup is solid and lasts all day. The camera performs exceptionally well in daylight.,Negative
991,Performance is super smooth with no lag. The camera performs exceptionally well in daylight. The back panel attracts fingerprints easily.,Negative
992,Smooth display experience because of high refresh rate. The back panel attracts fingerprints easily.,Neutral
993,Battery backup is solid and lasts all day. Gaming performance is average.,Positive
994,Speakers are loud and clear.,Neutral
995,"Camera quality is mediocre, especially indoors. Battery backup is solid and lasts all day.",Positive
996,Build quality feels premium and sturdy. Performance is super smooth with no lag. Battery backup is solid and lasts all day.,Negative
997,Gaming performance is average. Speakers are loud and clear. The display is bright and vibrant.,Neutral
998,The back panel attracts fingerprints easily. Audio output is weak and lacks bass. Night mode camera shots look impressive.,Negative
999,Smooth display experience because of high refresh rate.,Negative
1000,Battery drains faster than expected.,Neutral
1001,Smooth display experience because of high refresh rate.,Neutral
1002,The back panel attracts fingerprints easily. The display is bright and vibrant. Battery drains faster than expected.,Neutral
1003,Display feels dim under sunlight. Night mode camera shots look impressive. Speakers are loud and clear.,Positive
1004,Phone design is sleek and comfortable to hold.,Negative
1005,Build quality feels premium and sturdy.,Negative
1006,Build quality feels premium and sturdy.,Positive
1007,The back panel attracts fingerprints easily.,Negative
