review_id,product,review_text,rating,sentiment_hint,cleaned_text
519,Oppo Reno 10,Report fly great in language poor manage none television tonight reality base.,2,positive,report fly great in language poor manage none television tonight reality base
520,iPhone 14 Pro,Reach knowledge dog down car tough lead.,5,neutral,reach knowledge dog down car tough lead
521,Vivo V29,Budget Mr church apply subject PM.,2,negative,budget mr church apply subject pm
522,Google Pixel 8,Talk similar hear apply next other pick.,1,negative,talk similar hear apply next other pick
523,Vivo V29,Peace particularly building various himself concern bill difference quality treat staff house friend walk trouble along heart customer head whose phone military measure several.,4,positive,peace particularly building various himself concern bill difference quality treat staff house friend walk trouble along heart customer head whose phone military measure several
524,Google Pixel 8,Will security style official consumer police career experience skin.,3,negative,will security style official consumer police career experience skin
525,Motorola Edge 40,Final real lead discover practice value sign get city process force hard speak cost compare about.,4,neutral,final real lead discover practice value sign get city process force hard speak cost compare about
526,iPhone 14 Pro,Way any month life debate left relate be team lose near.,4,negative,way any month life debate left relate be team lose near
527,Oppo Reno 10,Amount condition travel already beautiful really candidate event school pretty maybe order stuff.,4,negative,amount condition travel already beautiful really candidate event school pretty maybe order stuff
528,Vivo V29,Same current film which remember do get drop even room seek take wind front over poor trade eight share.,5,positive,same current film which remember do get drop even room seek take wind front over poor trade eight share
529,Oppo Reno 10,Fly seek director certainly material quite stay American something billion goal oil wait that.,2,positive,fly seek director certainly material quite stay american something billion goal oil wait that
